,fraction,mean,well,sal,las,chlor,replicate,plate
123,0.6195495814172857,2.0444292277315195,E09,7.5,0.3,+,2,1
124,0.3804504185827143,3.927560153258365,E09,7.5,0.3,+,2,1
125,0.6348439396368133,2.0524944835357486,F09,7.5,1.0,+,2,1
126,0.3651560603631867,3.9040902753388287,F09,7.5,1.0,+,2,1
127,0.626818868860965,2.0727944320461344,G09,7.5,3.0,+,2,1
128,0.3731811311390349,3.872541043235974,G09,7.5,3.0,+,2,1
129,0.688665841697603,2.0192562024632057,H09,7.5,10.0,+,2,1
130,0.31133415830239697,3.824164462574217,H09,7.5,10.0,+,2,1
131,0.22127857059983758,2.4920965226171368,A10,10.0,0.3,+,1,1
132,0.7787214294001624,3.811836635910235,A10,10.0,0.3,+,1,1
133,0.3118408757175277,2.574850008939784,B10,10.0,1.0,+,1,1
134,0.6881591242824723,3.8569036647517736,B10,10.0,1.0,+,1,1
135,0.30153035235753994,2.597660698104807,C10,10.0,3.0,+,1,1
136,0.6984696476424601,3.851323615350917,C10,10.0,3.0,+,1,1
137,0.31055462481262675,2.5872043193266467,D10,10.0,10.0,+,1,1
138,0.6894453751873733,3.8565925729471475,D10,10.0,10.0,+,1,1
139,0.27279270076381956,2.467844321392161,E10,10.0,0.3,+,2,1
140,0.7272072992361804,3.860335271724445,E10,10.0,0.3,+,2,1
141,0.34295859573897897,2.5499477896818,F10,10.0,1.0,+,2,1
142,0.6570414042610211,3.8816784047115025,F10,10.0,1.0,+,2,1
143,0.34025893822095765,2.5722682427293706,G10,10.0,3.0,+,2,1
144,0.6597410617790423,3.8671056770721135,G10,10.0,3.0,+,2,1
145,0.42603511672940103,2.474770873596946,H10,10.0,10.0,+,2,1
146,0.573964883270599,3.822815346338201,H10,10.0,10.0,+,2,1
147,1.0,3.5981227140291425,A11,15.0,0.3,+,1,1
148,1.0,3.5613574290084884,B11,15.0,1.0,+,1,1
149,1.0,3.559891788233709,C11,15.0,3.0,+,1,1
150,1.0,3.558107285521465,D11,15.0,10.0,+,1,1
151,1.0,3.6071097361070774,E11,15.0,0.3,+,2,1
152,1.0,3.5601890270811802,F11,15.0,1.0,+,2,1
153,1.0,3.536111490572851,G11,15.0,3.0,+,2,1
154,1.0,3.4741630512172046,H11,15.0,10.0,+,2,1
155,1.0,3.158866177947023,A12,30.0,0.3,+,1,1
156,1.0,3.204431116520973,B12,30.0,1.0,+,1,1
157,1.0,3.242160337061786,C12,30.0,3.0,+,1,1
158,1.0,3.2256267562557275,D12,30.0,10.0,+,1,1
159,1.0,3.214349367076159,E12,30.0,0.3,+,2,1
160,1.0,3.2632779221125716,F12,30.0,1.0,+,2,1
161,1.0,3.2449768705747704,G12,30.0,3.0,+,2,1
162,1.0,3.2967510332904455,H12,30.0,10.0,+,2,1
0,0.9887645390382798,1.9196825096952883,A01,0.0,0.3,-,1,2
1,0.011235460961720279,4.36100550359046,A01,0.0,0.3,-,1,2
2,0.9875618593142453,1.9174426908861617,B01,0.0,1.0,-,1,2
3,0.012438140685754684,4.334550524569073,B01,0.0,1.0,-,1,2
4,0.9886481135188648,1.9165887550730578,C01,0.0,3.0,-,1,2
5,0.01135188648113519,4.336603063691751,C01,0.0,3.0,-,1,2
6,0.9884153100480341,1.940362716995229,D01,0.0,10.0,-,1,2
7,0.01158468995196592,4.30370562132325,D01,0.0,10.0,-,1,2
8,0.9899479685597254,1.9149908756122886,E01,0.0,0.3,-,2,2
9,0.010052031440274549,4.3850294275784965,E01,0.0,0.3,-,2,2
10,0.9894782326887761,1.9352638090347223,F01,0.0,1.0,-,2,2
11,0.010521767311223939,4.321457514121898,F01,0.0,1.0,-,2,2
12,0.9892366831411312,1.9088805746506925,G01,0.0,3.0,-,2,2
13,0.010763316858868754,4.324938657732071,G01,0.0,3.0,-,2,2
14,0.9873568020405022,1.9009190404618481,H01,0.0,10.0,-,2,2
15,0.01264319795949779,4.2904820022816486,H01,0.0,10.0,-,2,2
16,0.6291320110897846,1.9647610076675315,A02,5.0,0.3,-,1,2
17,0.3708679889102154,4.325342490656414,A02,5.0,0.3,-,1,2
18,0.7162719812426729,1.9350187254855007,B02,5.0,1.0,-,1,2
19,0.28372801875732706,4.271849270049059,B02,5.0,1.0,-,1,2
20,0.5332241244058881,2.007296757383784,C02,5.0,3.0,-,1,2
21,0.46677587559411193,4.246166265990674,C02,5.0,3.0,-,1,2
22,0.5323230206951137,1.9836910975970594,D02,5.0,10.0,-,1,2
23,0.4676769793048863,4.2523136260713175,D02,5.0,10.0,-,1,2
24,0.7669560307714024,1.9111076334363717,E02,5.0,0.3,-,2,2
25,0.23304396922859763,4.315624301807133,E02,5.0,0.3,-,2,2
26,0.5821182502804038,2.0756711687594778,F02,5.0,1.0,-,2,2
27,0.41788174971959624,4.213231807621296,F02,5.0,1.0,-,2,2
28,0.6290178264161332,1.9332741293574383,G02,5.0,3.0,-,2,2
29,0.37098217358386676,4.294202268989493,G02,5.0,3.0,-,2,2
30,0.658895307026701,1.950370012444082,H02,5.0,10.0,-,2,2
31,0.341104692973299,4.205656130709778,H02,5.0,10.0,-,2,2
32,0.17245636946456133,2.269858772043148,A03,7.5,0.3,-,1,2
33,0.8275436305354387,4.176487979493949,A03,7.5,0.3,-,1,2
34,0.1388741185990059,2.199733285060782,B03,7.5,1.0,-,1,2
35,0.8611258814009941,4.201568522091068,B03,7.5,1.0,-,1,2
36,0.11599220451679468,2.2618784618848586,C03,7.5,3.0,-,1,2
37,0.8840077954832053,4.073769754451524,C03,7.5,3.0,-,1,2
38,0.08013050419973622,2.1916131196985744,D03,7.5,10.0,-,1,2
39,0.9198694958002638,4.111294550085382,D03,7.5,10.0,-,1,2
40,0.22052140636211431,2.199916009520432,E03,7.5,0.3,-,2,2
41,0.7794785936378856,4.2313624642945085,E03,7.5,0.3,-,2,2
42,0.22538091599622456,2.2801445305181325,F03,7.5,1.0,-,2,2
43,0.7746190840037754,4.157111571478227,F03,7.5,1.0,-,2,2
44,0.10239503319511477,2.2190380059288795,G03,7.5,3.0,-,2,2
45,0.8976049668048852,4.127148789864382,G03,7.5,3.0,-,2,2
46,0.1642124149399383,2.3712867017355177,H03,7.5,10.0,-,2,2
47,0.8357875850600617,4.023773648597424,H03,7.5,10.0,-,2,2
48,0.05527059824355093,2.106448647457867,A04,10.0,0.3,-,1,2
49,0.944729401756449,4.08074098727932,A04,10.0,0.3,-,1,2
50,0.04849355773680493,1.976954161438925,B04,10.0,1.0,-,1,2
51,0.951506442263195,3.9918671082967183,B04,10.0,1.0,-,1,2
52,0.05038910505836576,1.969647543398531,C04,10.0,3.0,-,1,2
53,0.9496108949416342,3.9214464707052814,C04,10.0,3.0,-,1,2
54,0.04256105675629051,1.9033957517253837,D04,10.0,10.0,-,1,2
55,0.9574389432437095,3.9006644432125586,D04,10.0,10.0,-,1,2
56,0.06454590818363273,2.0764656294716697,E04,10.0,0.3,-,2,2
57,0.9354540918163673,4.0027300278191955,E04,10.0,0.3,-,2,2
58,0.06216768916155419,2.0777276516981207,F04,10.0,1.0,-,2,2
59,0.9378323108384458,4.072696476051991,F04,10.0,1.0,-,2,2
60,0.041695555502426665,1.987918883217398,G04,10.0,3.0,-,2,2
61,0.9583044444975733,3.9317077676664356,G04,10.0,3.0,-,2,2
62,0.07062491527721296,2.23754568227186,H04,10.0,10.0,-,2,2
63,0.9293750847227871,3.9535234940762,H04,10.0,10.0,-,2,2
64,0.05118453371365185,1.8587715138578174,A05,15.0,0.3,-,1,2
65,0.9488154662863482,3.773787453594606,A05,15.0,0.3,-,1,2
66,0.057725705694808054,1.8444905038654158,B05,15.0,1.0,-,1,2
67,0.9422742943051919,3.625759686210198,B05,15.0,1.0,-,1,2
68,0.05159044962509916,1.8902392806037382,C05,15.0,3.0,-,1,2
69,0.9484095503749008,3.754128932976303,C05,15.0,3.0,-,1,2
70,0.04544994432634882,1.8508469226445816,D05,15.0,10.0,-,1,2
71,0.9545500556736511,3.6684984128190177,D05,15.0,10.0,-,1,2
72,0.05089470610099294,1.8878223911778191,E05,15.0,0.3,-,2,2
73,0.9491052938990071,3.596732476933198,E05,15.0,0.3,-,2,2
74,0.05088975147451732,1.864295518027134,F05,15.0,1.0,-,2,2
75,0.9491102485254826,3.765681716646095,F05,15.0,1.0,-,2,2
76,0.051367211886627545,1.8758552632849104,G05,15.0,3.0,-,2,2
77,0.9486327881133725,3.603874820242012,G05,15.0,3.0,-,2,2
78,0.039993146829184714,1.879293160394854,H05,15.0,10.0,-,2,2
79,0.9600068531708152,3.6520745782533246,H05,15.0,10.0,-,2,2
80,0.06793529459263048,1.8887515096991405,A06,30.0,0.3,-,1,2
81,0.9320647054073695,3.3878295700276544,A06,30.0,0.3,-,1,2
82,0.07204111997835791,1.867498504807777,B06,30.0,1.0,-,1,2
83,0.9279588800216421,3.3249101852413165,B06,30.0,1.0,-,1,2
84,0.07260342688174883,1.8644130969364563,C06,30.0,3.0,-,1,2
85,0.9273965731182512,3.3538345034760475,C06,30.0,3.0,-,1,2
86,0.07176752865902426,1.8858120554269062,D06,30.0,10.0,-,1,2
87,0.9282324713409758,3.3085378145770976,D06,30.0,10.0,-,1,2
88,0.07290509604183035,1.8810070161170631,E06,30.0,0.3,-,2,2
89,0.9270949039581696,3.372391465432507,E06,30.0,0.3,-,2,2
90,0.075,1.875583611245718,F06,30.0,1.0,-,2,2
91,0.925,3.356807893407543,F06,30.0,1.0,-,2,2
92,0.07144180139179213,1.8715711349639934,G06,30.0,3.0,-,2,2
93,0.9285581986082079,3.317416170589509,G06,30.0,3.0,-,2,2
94,1.0,3.210872111453795,H06,30.0,10.0,-,2,2
95,0.994055784179241,1.9077100311955741,A07,0.0,0.3,+,1,2
96,0.00594421582075903,4.251059255771153,A07,0.0,0.3,+,1,2
97,0.9927591380547522,1.9011175144672885,B07,0.0,1.0,+,1,2
98,0.007240861945247776,4.282925400145815,B07,0.0,1.0,+,1,2
99,0.9926895128537244,1.883838900099233,C07,0.0,3.0,+,1,2
100,0.007310487146275603,4.262088005883955,C07,0.0,3.0,+,1,2
101,0.9915601692327823,1.8945460782639603,D07,0.0,10.0,+,1,2
102,0.008439830767217691,4.229168840228242,D07,0.0,10.0,+,1,2
103,0.9949187437031846,1.8878627957061787,E07,0.0,0.3,+,2,2
104,0.005081256296815454,4.2650223660696485,E07,0.0,0.3,+,2,2
105,0.9929689515782231,1.922037834487687,F07,0.0,1.0,+,2,2
106,0.007031048421776899,4.235218771898704,F07,0.0,1.0,+,2,2
107,0.9928435114503816,1.9017488087440377,G07,0.0,3.0,+,2,2
108,0.00715648854961832,4.239724993343715,G07,0.0,3.0,+,2,2
109,0.992744623831623,1.8937517565540865,H07,0.0,10.0,+,2,2
110,0.007255376168377018,4.247003617230373,H07,0.0,10.0,+,2,2
111,0.576944665325787,1.9741177227448836,A08,5.0,0.3,+,1,2
112,0.423055334674213,4.2296504393533585,A08,5.0,0.3,+,1,2
113,0.5732758620689655,1.9910157424791957,B08,5.0,1.0,+,1,2
114,0.4267241379310345,4.24920346158101,B08,5.0,1.0,+,1,2
115,0.5455168475157053,1.9881822607681412,C08,5.0,3.0,+,1,2
116,0.45448315248429466,4.224191170315517,C08,5.0,3.0,+,1,2
117,0.557273060364569,1.9700402336091039,D08,5.0,10.0,+,1,2
118,0.44272693963543097,4.215268535509451,D08,5.0,10.0,+,1,2
119,0.725781650435674,1.9212378408503095,E08,5.0,0.3,+,2,2
120,0.274218349564326,4.292363806844186,E08,5.0,0.3,+,2,2
121,0.5672332796223589,1.990062641590492,F08,5.0,1.0,+,2,2
122,0.4327667203776411,4.244967414245816,F08,5.0,1.0,+,2,2
123,0.5795578354821137,1.9655200367120886,G08,5.0,3.0,+,2,2
124,0.42044216451788635,4.216097727069064,G08,5.0,3.0,+,2,2
125,0.5667959032742431,2.046221135869613,H08,5.0,10.0,+,2,2
126,0.43320409672575694,4.172757201141059,H08,5.0,10.0,+,2,2
127,0.21622809045923322,2.291264550507567,A09,7.5,0.3,+,1,2
128,0.7837719095407668,4.1078024426101845,A09,7.5,0.3,+,1,2
129,0.18547604341304155,2.312670247251275,B09,7.5,1.0,+,1,2
130,0.8145239565869584,4.1294261350662005,B09,7.5,1.0,+,1,2
131,0.16807720208392868,2.2822589519942014,C09,7.5,3.0,+,1,2
132,0.8319227979160713,4.08285656652423,C09,7.5,3.0,+,1,2
133,0.14020251718760296,2.2552656042087627,D09,7.5,10.0,+,1,2
134,0.859797482812397,4.061393088447291,D09,7.5,10.0,+,1,2
135,0.27565818571195794,2.1416081449667934,E09,7.5,0.3,+,2,2
136,0.7243418142880421,4.210773182332963,E09,7.5,0.3,+,2,2
137,0.18711824331720558,2.310623381469002,F09,7.5,1.0,+,2,2
138,0.8128817566827944,4.081605532953391,F09,7.5,1.0,+,2,2
139,0.15434034913149755,2.338470242141323,G09,7.5,3.0,+,2,2
140,0.8456596508685025,3.9989936628288447,G09,7.5,3.0,+,2,2
141,0.1986227441499007,2.3228237017168545,H09,7.5,10.0,+,2,2
142,0.8013772558500993,4.052688997680177,H09,7.5,10.0,+,2,2
143,0.06370171804557086,2.2641959519416353,A10,10.0,0.3,+,1,2
144,0.9362982819544291,3.8671067239508163,A10,10.0,0.3,+,1,2
145,0.052225889086335416,2.1019573941246175,B10,10.0,1.0,+,1,2
146,0.9477741109136646,3.857076500644652,B10,10.0,1.0,+,1,2
147,0.04761794741462964,2.100597012218884,C10,10.0,3.0,+,1,2
148,0.9523820525853703,3.871055549298091,C10,10.0,3.0,+,1,2
149,0.04363954747586461,2.0370823616586655,D10,10.0,10.0,+,1,2
150,0.9563604525241354,3.860844580465869,D10,10.0,10.0,+,1,2
151,0.0658134395414916,2.28326851067393,E10,10.0,0.3,+,2,2
152,0.9341865604585083,3.9012525538523435,E10,10.0,0.3,+,2,2
153,0.057792058756024785,2.114084911280127,F10,10.0,1.0,+,2,2
154,0.9422079412439752,3.867566135809223,F10,10.0,1.0,+,2,2
155,0.050762229806598405,2.1233003616391133,G10,10.0,3.0,+,2,2
156,0.9492377701934016,3.857526763084364,G10,10.0,3.0,+,2,2
157,0.04814534780288205,2.1297285858881128,H10,10.0,10.0,+,2,2
158,0.951854652197118,3.8380106327160495,H10,10.0,10.0,+,2,2
159,0.058519535638497065,2.028180819055282,A11,15.0,0.3,+,1,2
160,0.9414804643615029,3.520684338279914,A11,15.0,0.3,+,1,2
161,0.048819124423963134,1.9385450468584755,B11,15.0,1.0,+,1,2
162,0.9511808755760369,3.537880279539932,B11,15.0,1.0,+,1,2
163,0.04111441056468941,1.9271339401727112,C11,15.0,3.0,+,1,2
164,0.9588855894353105,3.5560331315140186,C11,15.0,3.0,+,1,2
165,0.04563290219444848,1.917054251779077,D11,15.0,10.0,+,1,2
166,0.9543670978055515,3.5733998300250547,D11,15.0,10.0,+,1,2
167,0.06583656427080227,2.0236316683027464,E11,15.0,0.3,+,2,2
168,0.9341634357291977,3.579416919292207,E11,15.0,0.3,+,2,2
169,0.05889958339319063,1.9645588415123845,F11,15.0,1.0,+,2,2
170,0.9411004166068093,3.5609544494514145,F11,15.0,1.0,+,2,2
171,0.04822388655412861,1.907727184490048,G11,15.0,3.0,+,2,2
172,0.9517761134458714,3.5575482994476797,G11,15.0,3.0,+,2,2
173,0.03926479035037335,1.8918870520143216,H11,15.0,10.0,+,2,2
174,0.9607352096496267,3.5486689076631537,H11,15.0,10.0,+,2,2
175,1.0,2.6682603521778643,A12,30.0,0.3,+,1,2
176,1.0,2.819292148983469,B12,30.0,1.0,+,1,2
177,1.0,2.9065148618186023,C12,30.0,3.0,+,1,2
178,1.0,2.9440134623347136,D12,30.0,10.0,+,1,2
179,1.0,2.7168110986312364,E12,30.0,0.3,+,2,2
180,1.0,2.8476241469903396,F12,30.0,1.0,+,2,2
181,1.0,2.942697620401164,G12,30.0,3.0,+,2,2
182,1.0,2.9784451833346246,H12,30.0,10.0,+,2,2
0,0.9824927234024067,1.94261901192855,A01,0.0,0.3,-,1,3
1,0.017507276597593293,4.374721663549524,A01,0.0,0.3,-,1,3
2,0.9811415147692174,1.9381998681954884,B01,0.0,1.0,-,1,3
3,0.018858485230782616,4.387623965537874,B01,0.0,1.0,-,1,3
4,0.9810527705646759,1.910492401713512,C01,0.0,3.0,-,1,3
5,0.01894722943532415,4.3575681037181715,C01,0.0,3.0,-,1,3
6,0.9828934719916106,1.9291807936649572,D01,0.0,10.0,-,1,3
7,0.01710652800838941,4.355532251360501,D01,0.0,10.0,-,1,3
8,0.9833102132824693,1.9331374420256795,E01,0.0,0.3,-,2,3
9,0.01668978671753078,4.399238325498154,E01,0.0,0.3,-,2,3
10,0.9831403747062502,1.9312606151080067,F01,0.0,1.0,-,2,3
11,0.016859625293749864,4.3858868246444285,F01,0.0,1.0,-,2,3
12,0.9803289402025923,1.923128278621161,G01,0.0,3.0,-,2,3
13,0.01967105979740769,4.353891278448366,G01,0.0,3.0,-,2,3
14,0.9788137467380247,1.8975332174502586,H01,0.0,10.0,-,2,3
15,0.02118625326197532,4.304482531719339,H01,0.0,10.0,-,2,3
16,0.39102346140768446,2.031145317506624,A02,5.0,0.3,-,1,3
17,0.6089765385923155,4.358562614163329,A02,5.0,0.3,-,1,3
18,0.4308840681128995,1.993399423831091,B02,5.0,1.0,-,1,3
19,0.5691159318871005,4.343986718717454,B02,5.0,1.0,-,1,3
20,0.3086834999289403,1.9919265509137887,C02,5.0,3.0,-,1,3
21,0.6913165000710597,4.3352410967511625,C02,5.0,3.0,-,1,3
22,0.2723524864725586,2.029646523567417,D02,5.0,10.0,-,1,3
23,0.7276475135274414,4.284678875787045,D02,5.0,10.0,-,1,3
24,0.47475175302367173,2.0098430480916036,E02,5.0,0.3,-,2,3
25,0.5252482469763283,4.333838314379963,E02,5.0,0.3,-,2,3
26,0.3007336116811738,2.016352802521078,F02,5.0,1.0,-,2,3
27,0.6992663883188263,4.36708872205257,F02,5.0,1.0,-,2,3
28,0.39065180102915953,2.029011081764756,G02,5.0,3.0,-,2,3
29,0.6093481989708405,4.300089541316798,G02,5.0,3.0,-,2,3
30,0.35064724919093854,2.088179329416297,H02,5.0,10.0,-,2,3
31,0.6493527508090615,4.248768660168208,H02,5.0,10.0,-,2,3
32,0.05077974955826996,2.202111079004562,A03,7.5,0.3,-,1,3
33,0.9492202504417301,4.194643712714692,A03,7.5,0.3,-,1,3
34,0.04224061044495095,2.1304954859208465,B03,7.5,1.0,-,1,3
35,0.957759389555049,4.238388625242922,B03,7.5,1.0,-,1,3
36,0.02215378501887542,2.058566313946637,C03,7.5,3.0,-,1,3
37,0.9778462149811246,4.115651209548574,C03,7.5,3.0,-,1,3
38,0.02128460631008258,2.0672404755332123,D03,7.5,10.0,-,1,3
39,0.9787153936899174,4.136172955093445,D03,7.5,10.0,-,1,3
40,0.058594807432016734,2.2113059397765142,E03,7.5,0.3,-,2,3
41,0.9414051925679833,4.219232264806932,E03,7.5,0.3,-,2,3
